value_x,value_y,result
0.42767671,0.361761498,1.182206266
0.334408396,0.021141444,15.81767082
0.526616489,0.175910909,2.993654535
0.713620074,0.312137574,2.286235731
0.706194185,0.012286827,57.47571467
0.259196313,0.811543391,0.319386882
0.147939864,0.32937985,0.449146675
0.13353645,0.610080649,0.218883274
0.593749422,0.396250358,1.498419902
0.518654126,0.080609234,6.434177564
0.288802499,0.302205302,0.955650007
0.373215825,0.717358654,0.52026392
0.083518915,0.272271548,0.306748595
0.729978106,0.068673634,10.62967062
0.516242193,0.776043422,0.665223334
0.236081097,0.133067271,1.77414848
0.995185607,0.974568483,1.021155132
0.257352311,0.291477508,0.882923396
0.727698829,0.203422793,3.577272827
0.512002182,0.515139881,0.993909034
0.217036797,0.783451042,0.277026624
0.828303378,0.869665738,0.952438785
0.014750877,0.26365485,0.055947679
0.613015759,0.58774497,1.042996181
0.723480235,0.107811595,6.710597645
0.101086519,0.451475841,0.223902387
0.268652341,0.461819735,0.581725553
0.252754621,0.804918846,0.314012553
0.157642791,0.246475049,0.639589247
0.117678804,0.291096518,0.404260431
0.078490831,0.046059309,1.704125247
0.678305906,0.805994947,0.841575879
0.937374261,0.328032936,2.857561418
0.366016402,0.161202879,2.270532667
0.225021177,0.368517866,0.610611311
0.630861092,0.953961731,0.661306498
0.874269953,0.654866354,1.335035688
0.884243363,0.851140812,1.038891979
0.37904084,0.562479644,0.673874769
0.42354124,0.790989656,0.535457368
0.21832024,0.450800174,0.484294932
0.91165826,0.648143566,1.406568401
0.724976567,0.95287099,0.760833916
0.615134301,0.680478793,0.903972773
0.575894927,0.447972902,1.285557506
0.962486953,0.361172068,2.664898643
0.21587116,0.998441593,0.2162081
0.274824474,0.309322789,0.888471474
0.31674678,0.552242781,0.573564365
0.286466547,0.453505628,0.631671427
0.448913287,0.754402021,0.595058437
0.063253191,0.523016783,0.120939123
0.404731748,0.767987257,0.527003209
0.850677486,0.100395869,8.473231992
0.226511706,0.891140958,0.254181681
0.859483004,0.450865679,1.906295034
0.811131147,0.896190891,0.90508747
0.885151142,0.675781376,1.309818786
0.41281379,0.194368213,2.123875006
0.030910252,0.402462203,0.07680287
0.945979056,0.560595661,1.687453403
0.510823095,0.600498219,0.850665463
0.430478894,0.238669907,1.803658026
0.26403246,0.674767307,0.391294091
0.626426101,0.630303484,0.993848388
0.184798839,0.400460352,0.461466005
0.485023692,0.646382349,0.750366547
0.027248388,0.123520798,0.220597567
0.19808066,0.256772569,0.771424535
0.007943388,0.128314648,0.061905542
0.614045604,0.568088748,1.080897319
0.229399941,0.577218859,0.397422809
0.481031498,0.866799923,0.554951016
0.462283175,0.189335418,2.441609601
0.121295423,0.092421123,1.312421008
0.531112414,0.829455331,0.640314667
0.999165763,0.404259537,2.471594783
0.61391204,0.206141138,2.978115116
0.182079182,0.169826199,1.072150134
0.709812388,0.767208151,0.925188799
0.633841764,0.99211894,0.63887679
0.539111494,0.975878112,0.552437325
0.875441821,0.409417261,2.138263098
0.614275574,0.133291625,4.608508419
0.680642147,0.987610676,0.689180629
0.499629591,0.262724957,1.901721091
0.46117328,0.756245403,0.609819614
0.559300947,0.057075559,9.799307378
0.533288253,0.311603748,1.7114308
0.578113679,0.681839227,0.847873893
0.28856073,0.773339789,0.37313576
0.357087938,0.757876788,0.471168854
0.311582113,0.58711228,0.53070277
0.456707391,0.703738012,0.6489736
0.310923445,0.403311855,0.770925629
0.30803031,0.409554211,0.752111202
0.857695332,0.539914133,1.588577292
0.545809926,0.514666196,1.060512484
0.402845671,0.53038257,0.759537913
0.992008942,0.164493977,6.030670303
0.019087948,0.66661423,0.028634175
0.423335081,0.457675473,0.92496781
0.523476082,0.013811558,37.90130526
0.300762611,0.493584131,0.609344167
0.662849042,0.692695295,0.956912869
0.65620751,0.603874444,1.086662163
0.02515021,0.834903625,0.030123489
0.923426548,0.028427737,32.48329376
0.499235845,0.507081792,0.984527255
0.934812311,0.222981512,4.192331018
0.896217376,0.448770644,1.997049912
0.206528323,0.752048563,0.274620993
0.441492695,0.965230424,0.457396165
0.58173273,0.457387643,1.271859306
0.308901204,0.274523465,1.125226962
0.814342412,0.373001626,2.183214107
0.050957034,0.376313953,0.135410962
0.761056672,0.137205015,5.546857538
0.978410137,0.148297123,6.597633972
0.802484094,0.663618398,1.209255344
0.114627708,0.595342416,0.192540806
0.311934306,0.306535987,1.017610719
0.867260603,0.854823297,1.014549564
0.539638406,0.582376514,0.926614299
0.129259872,0.614284835,0.210423348
0.466310645,0.315846382,1.476384317
0.667608341,0.72808576,0.916936408
0.015239281,0.981922527,0.01551984
0.538504639,0.825064232,0.652682079
0.320530392,0.002965563,108.0841462
0.387837679,0.847586982,0.457578617
0.657996926,0.663264862,0.992057568
0.546729628,0.90048263,0.607151775
0.064863963,0.142186881,0.4561881
0.142561062,0.627296873,0.22726251
0.007382782,0.621025903,0.011888041
0.491908163,0.604794848,0.813347145
0.454813382,0.888244844,0.512036051
0.641115412,0.781242969,0.820635112
0.448862756,0.547024548,0.820553224
0.371864021,0.186766168,1.991067364
0.344309832,0.769541275,0.447422176
0.511180718,0.687731347,0.743285471
0.500282464,0.252328887,1.982660286
0.121068235,0.538180633,0.224958365
0.520768896,0.133455463,3.902192421
0.140586502,0.290344466,0.484205894
0.082599721,0.276661531,0.29855875
0.197100201,0.039025785,5.050512072
0.102776229,0.572480874,0.179527795
0.245540643,0.402618689,0.60985903
0.767840835,0.648232775,1.184514057
0.614933284,0.44912471,1.36918159
0.530308817,0.568809544,0.932313502
0.031892394,0.930018422,0.034292218
0.172149758,0.492687715,0.34940948
0.407237471,0.880338479,0.462591924
0.242639417,0.473779049,0.512136232
0.307525752,0.360824864,0.852285367
0.186724672,0.585617098,0.318851127
0.807384044,0.248383845,3.250549746
0.426867116,0.180527551,2.36455385
0.187735628,0.015634497,12.00778213
0.199403899,0.435329963,0.458052319
0.867172621,0.630624785,1.375100761
0.203158138,0.819056282,0.248039289
0.266483772,0.420051916,0.634406752
0.933474231,0.680642229,1.371460938
0.510444383,0.375581182,1.359078694
0.275006486,0.209297224,1.313951904
0.058095438,0.148340441,0.391635869
0.941942042,0.945321607,0.996424957
0.173132885,0.664115839,0.260696816
0.484275754,0.414451124,1.168474943
0.639455853,0.57770377,1.106892296
0.216130943,0.068739877,3.144185756
0.767000869,0.305819011,2.508022204
0.922100958,0.777982047,1.185247091
0.763394068,0.36355474,2.099805017
0.46591248,0.972948297,0.478866638
0.195531476,0.334666586,0.58425754
0.637531533,0.525582222,1.213000566
0.836075122,0.171659704,4.870538067
0.166959941,0.902587865,0.184979156
0.939965065,0.902534058,1.041473235
0.397913586,0.059834348,6.650253564
0.323956119,0.76432943,0.423843576
0.893840024,0.807841405,1.106454829
0.131213958,0.089880422,1.459872515
0.763729672,0.748756964,1.019996753
0.778290904,0.144948786,5.369419968
0.497369573,0.627830743,0.792203278
0.230040182,0.922647251,0.249326253
0.695580347,0.892051997,0.779753141
0.595866957,0.644905649,0.923959897
0.897328862,0.24086626,3.725423653
0.34495784,0.213653012,1.614570453
0.203166234,0.584691676,0.347475845
0.880229537,0.590809238,1.489870978
0.052247585,0.75153155,0.069521479
0.706380755,0.739033249,0.955817287
0.426572821,0.797064411,0.535179861
0.841749552,0.399643316,2.106252045
0.11961395,0.284672628,0.420180721
0.162214173,0.886616681,0.18295863
0.817884858,0.016847175,48.54729867
0.667634802,0.013577356,49.17266547
0.164306605,0.228690175,0.718468142
0.578710966,0.988209888,0.585615437
0.669136264,0.303239676,2.206625046
0.173889614,0.943965029,0.184211924
0.104102016,0.062083771,1.676799171
0.691443551,0.400724673,1.725482849
0.883550143,0.354450224,2.492734053
0.414897313,0.660175042,0.628465614
0.592873748,0.260866866,2.272706216
0.25697262,0.620664307,0.414028351
0.941991043,0.813039701,1.158603992
0.096732222,0.855545821,0.113064923
0.760477411,0.070783685,10.74368209
0.376338659,0.575457014,0.653982226
0.468218656,0.784402484,0.596911235
0.476503263,0.471007799,1.011667457
0.705126104,0.0265535,26.55492119
0.087561072,0.887727964,0.098635028
0.611221269,0.779173659,0.784448065
0.999484834,0.508543903,1.965385541
0.665374523,0.077900915,8.54129275
0.6204197,0.457155916,1.357129326
0.262634997,0.518794962,0.506240454
0.532105449,0.902254398,0.589751017
0.384629459,0.807775919,0.47615861
0.528440128,0.225458568,2.343845846
0.991282552,0.681345529,1.454889641
0.887006706,0.212672952,4.170754663
0.836735162,0.72510127,1.153956277
0.226217889,0.521605887,0.433695045
0.446297219,0.482397673,0.925164535
0.324747208,0.739594807,0.439088004
0.179455181,0.146377464,1.225975478
0.672997715,0.598021916,1.125372996
0.254980966,0.73457491,0.347113633
0.297345795,0.077187626,3.852246939
0.623651114,0.021767339,28.65077392
0.54748377,0.893286565,0.612887053
0.477278573,0.966074505,0.494039094
0.373662567,0.052005072,7.185117745
0.523114812,0.821852857,0.636506654
0.661003117,0.052122053,12.68183185
0.433640517,0.367065887,1.181369701
0.778626468,0.767543884,1.014439024
0.123262949,0.770311769,0.160016961
0.450318131,0.681887171,0.66039977
0.077379818,0.061987673,1.248309771
0.015502204,0.308011867,0.050329891
0.470530745,0.541192454,0.869433306
0.532515061,0.949343275,0.560929934
0.750796077,0.096645283,7.768574419
0.93211802,0.229938893,4.053764058
0.476042048,0.793351708,0.600039104
0.499748301,0.956664095,0.522386388
0.273420178,0.797836425,0.342702049
0.276545311,0.966031395,0.286269486
0.888633543,0.91950261,0.966428516
0.584377708,0.913146716,0.639960368
0.745543923,0.782274726,0.95304616
0.205092136,0.847178714,0.242088396
0.681527136,0.976747276,0.697751765
0.247491824,0.10479188,2.361746202
0.008995651,0.214536507,0.041930632
0.549789611,0.450136257,1.221384865
0.343525736,0.854029746,0.402240949
0.94364699,0.234280881,4.027844632
0.460145531,0.535028215,0.860039746
0.078208528,0.198766409,0.393469543
0.943829811,0.854493377,1.104549007
0.057605401,0.927311177,0.062120896
0.820425228,0.156056468,5.257233084
0.222648837,0.653762965,0.340565081
0.140892915,0.680986189,0.206895408
0.723449217,0.795528803,0.909394122
0.524570277,0.074005181,7.088291217
0.002490761,0.544826431,0.00457166
0.643963166,0.607939995,1.059254483
0.178208638,0.869176546,0.205031577
0.517122591,0.343255561,1.506523565
0.297701525,0.818357888,0.363779136
0.374011225,0.62464075,0.598762129
0.198363044,0.859482185,0.230793665
0.074620815,0.7261503,0.102762218
0.092161114,0.447010312,0.206172233
0.162132908,0.065252903,2.484684982
0.479524125,0.981881214,0.488372849
0.524301793,0.458032169,1.144683339
0.41013837,0.027212999,15.0714141
0.009786781,0.607592859,0.016107465
0.328685772,0.421748536,0.779340636
0.504663752,0.222623811,2.266890274
0.4261979,0.692716247,0.615256105
0.659092809,0.249523877,2.641401766
0.40071771,0.257643386,1.555319217
0.861398367,0.887862936,0.970192956
0.86920452,0.130358305,6.667810846
0.992500343,0.981361625,1.011350268
0.15797025,0.505110531,0.312743925
0.666803874,0.085480519,7.800653065
0.979770969,0.644399946,1.520439249
0.205059847,0.483865506,0.423795135
0.223682444,0.75794872,0.295115538
0.918645957,0.490152619,1.874203916
0.281594579,0.009530952,29.54527325
0.384303038,0.67134786,0.572435038
0.943158999,0.200818284,4.696579317
0.549956551,0.799385872,0.687973819
0.511247058,0.95440424,0.535671403
0.512067954,0.436499985,1.173122501
0.81223476,0.890481476,0.912129878
0.565055645,0.192338453,2.93781943
0.227741744,0.064313228,3.541133769
0.587341691,0.63586948,0.923682783
0.400311573,0.98704406,0.405566062
0.432221754,0.023032577,18.76567043
0.479299679,0.243237557,1.970500299
0.601743329,0.981098396,0.61333637
0.6425928,0.189033163,3.399365426
0.711640236,0.100251091,7.098578476
0.411308843,0.791128831,0.519901219
0.597804567,0.794101791,0.752805967
0.130708169,0.805430709,0.162283568
0.771502303,0.224312084,3.439414805
0.973352377,0.981151006,0.992051551
0.457086242,0.934359098,0.489197615
0.430697713,0.296098116,1.454577688
0.568327141,0.577012826,0.984947155
0.522080559,0.311875272,1.674004341
0.631551806,0.355950902,1.774266627
0.604954755,0.216322926,2.796535562
0.96731399,0.801456597,1.206944947
0.890061504,0.257684585,3.454073535
0.545192639,0.687240654,0.793306733
0.181060991,0.466597917,0.388045004
0.265564901,0.724064336,0.366769757
0.939800224,0.971365695,0.967504029
0.460024058,0.470115288,0.978534564
0.376532846,0.918772352,0.409821698
0.041793257,0.571435724,0.073137284
0.875729704,0.690249042,1.268715565
0.867157104,0.255012866,3.400444519
0.930762692,0.108566696,8.573187941
0.643560412,0.035236037,18.26426787
0.071443424,0.586979283,0.121713706
0.38740589,0.391954916,0.988394005
0.421064054,0.850520382,0.495066389
0.006785309,0.800432601,0.008477052
0.768038363,0.585098033,1.312666117
0.893547054,0.375139507,2.38190603
0.892453641,0.732208894,1.218851134
0.065318326,0.978897571,0.066726415
0.693965245,0.686015059,1.011588938
0.156394115,0.998604848,0.156612613
0.84712543,0.456096735,1.857337195
0.991282595,0.940376989,1.05413319
0.285080816,0.30999904,0.919618383
0.063904836,0.550740487,0.11603439
0.351927391,0.433648507,0.811549873
0.625300827,0.600951856,1.040517341
0.295307879,0.863230817,0.34209608
0.023130741,0.413662003,0.055917007
0.422550394,0.16252522,2.599906605
0.518704225,0.066392071,7.812743524
0.880770879,0.053126272,16.57881946
0.011128244,0.1093399,0.101776605
0.599592955,0.866377289,0.692069106
0.496663463,0.295007754,1.683560706
0.845827572,0.148378027,5.700490761
0.682186916,0.357039761,1.910674915
0.902750992,0.550856017,1.638814798
0.948767994,0.193264734,4.909162541
0.978570425,0.419169088,2.334548164
0.615434467,0.647722284,0.950151758
0.138853106,0.999458137,0.138928386
0.526586592,0.83310685,0.632075696
0.861527859,0.534234975,1.612638446
0.184157773,0.686307413,0.268331318
0.218296511,0.142601149,1.530818741
0.443946955,0.777145475,0.571253348
0.602396989,0.238554277,2.52519886
0.527239329,0.346107762,1.523338646
0.179548617,0.946648981,0.189667576
0.351641537,0.583405195,0.602739811
0.339381632,0.219665876,1.544990224
0.735338349,0.238054347,3.08895157
0.869124032,0.792967512,1.096039899
0.28120259,0.244663622,1.149343688
0.251721982,0.66754203,0.37708784
0.927455581,0.442888546,2.094106045
0.116273645,0.234791028,0.495221838
0.444244685,0.893963611,0.496938219
0.897110256,0.814472272,1.101461997
0.609803681,0.252840724,2.411809585
0.617612215,0.69358345,0.890465618
0.104218724,0.406081568,0.256644803
0.58077458,0.106607592,5.447778802
0.401798976,0.845932967,0.474977323
0.417678458,0.326347007,1.279859932
0.628744969,0.227224575,2.767064126
0.818534175,0.202068021,4.050785333
0.254409867,0.297207938,0.855999569
0.16607397,0.210312123,0.789654766
0.343876977,0.436656948,0.787522055
0.471640696,0.566659335,0.832317879
0.350264475,0.034085106,10.27617391
0.513506854,0.931329062,0.551369946
0.939368994,0.484865159,1.937381922
0.698940871,0.933833475,0.748464142
0.608483324,0.435564407,1.396999649
0.991946756,0.420755253,2.357538612
0.111843872,0.58471136,0.191280484
0.669319696,0.81702827,0.819212408
0.067906471,0.072399829,0.937936894
0.947759696,0.917561881,1.03291093
0.071454199,0.509565265,0.140225805
0.987127551,0.21094316,4.679590223
0.487890189,0.822128857,0.593447347
0.618439628,0.923380551,0.66975596
0.716210347,0.130640938,5.482281102
0.546294235,0.585828856,0.932515067
0.366157643,0.363888625,1.006235474
0.093296009,0.361156873,0.258325443
0.456025017,0.332553688,1.371282394
0.822058268,0.561672547,1.463589902
0.787311779,0.567437161,1.387487167
0.276899042,0.777723976,0.356037683
0.491195281,0.287567062,1.708106897
0.629377647,0.243025261,2.589762252
0.705305539,0.097541406,7.23083216
0.036850474,0.824691097,0.044683973
0.879790824,0.244217609,3.602487261
0.511341155,0.828149915,0.617449988
0.491881929,0.028272735,17.39774824
0.442311863,0.989197326,0.447142194
0.863098561,0.177950381,4.850220362
0.880418708,0.168986683,5.2099887
0.610068817,0.136778963,4.460253288
0.395964517,0.89551722,0.442162929
0.960294758,0.173226461,5.543580075
0.560237327,0.40656863,1.377964962
0.383872131,0.832431056,0.461145855
0.243588822,0.205838501,1.183397766
0.939876275,0.290475401,3.235648431
0.987164553,0.776777699,1.270845642
0.551881311,0.555146601,0.994118148
0.113541554,0.327867648,0.346303011
0.744684376,0.803554531,0.926737822
0.790930466,0.226143133,3.49747726
0.818394614,0.246759972,3.31656146
0.686070972,0.893509387,0.767838572
0.016093484,0.11165625,0.1441342
0.66724553,0.030731041,21.71242859
0.60606709,0.853116539,0.710415357
0.114393475,0.433072298,0.26414406
0.918677038,0.294838698,3.115863166
0.767134017,0.450920614,1.701261804
0.961406079,0.952208793,1.009658896
0.858819714,0.701558115,1.224160473
0.154425017,0.656579503,0.23519622
0.669475704,0.914175932,0.732326985
0.808550533,0.648892475,1.246047017
0.771628148,0.08228741,9.377232215
0.076906343,0.008117987,9.473573021
0.63851468,0.329851517,1.935763963
0.098834186,0.680595162,0.145217292
0.707806604,0.443637292,1.595462366
0.930131839,0.63800316,1.457879674
0.772679076,0.096123476,8.038401322
0.034362294,0.12574524,0.273269142
0.479949372,0.039888483,12.03227954
0.04458101,0.11630703,0.383304518
0.191083016,0.522638103,0.365612486
0.267744472,0.310235537,0.863036115
0.008795249,0.132297467,0.066480855
0.048458911,0.010108558,4.79384999
0.970599022,0.49923413,1.944176014
0.382908807,0.587045114,0.652264703
0.741591805,0.904751405,0.819663612
0.240049529,0.517999698,0.463416348
0.691848074,0.089185949,7.757366287
0.176892492,0.001673598,105.6958954
0.644754429,0.568535945,1.134060977
0.850747767,0.725193844,1.173131534
0.032067143,0.943408179,0.033990741
0.645198142,0.478597204,1.348102615
0.298467136,0.684277292,0.436178636
0.567301719,0.75717102,0.749238553
0.324267127,0.842777674,0.384759987
0.451559178,0.776270868,0.58170311
0.960894689,0.980545381,0.979959427
0.743116743,0.862975693,0.861109703
0.014423562,0.940237982,0.015340331
0.705972911,0.736803638,0.958156114
0.341977301,0.637843846,0.536145803
0.68793273,0.061373959,11.20886994
0.322883163,0.473205541,0.682331746
0.078838588,0.090361933,0.872475668
0.090635046,0.063381033,1.430002662
0.090859007,0.362967084,0.250322992
0.664363692,0.856753144,0.775443542
0.739324663,0.157577695,4.691810372
0.308868344,0.936902901,0.329669535
0.676057399,0.050431227,13.40553133
0.390448912,0.255348324,1.529083514
0.980809272,0.544193969,1.802315585
0.291277508,0.123069938,2.366764083
0.874726311,0.654449981,1.336582377
0.135837788,0.334354477,0.406268788
0.05472769,0.06866168,0.797063075
0.102885778,0.552690049,0.18615457
0.982971875,0.082433295,11.92445212
0.343462607,0.810295626,0.423873209
0.691815016,0.299568481,2.309371846
0.249775081,0.706257272,0.353660189
0.765068032,0.744653418,1.02741492
0.072108244,0.6965433,0.103522988
0.399378292,0.14154437,2.821576667
0.381587568,0.165299984,2.308454952
0.982523073,0.123460323,7.958209181
0.90899998,0.583628544,1.557497468
0.884170067,0.675389367,1.309126424
0.238114736,0.88922294,0.267778445
0.018525981,0.732041969,0.025307266
0.842150579,0.786362869,1.070943978
0.010937083,0.836061024,0.013081681
0.022126759,0.978042791,0.022623508
0.270454544,0.31171618,0.867630752
0.985988164,0.333871771,2.953194155
0.122720678,0.228834104,0.536286664
0.56031813,0.835795368,0.670401095
0.390194566,0.011482945,33.98035593
0.865154466,0.047704484,18.13570533
0.250402907,0.209946503,1.192698628
0.677299552,0.342007771,1.98036305
0.660542681,0.250257433,2.6394528
0.337927751,0.373790524,0.904056496
0.727598486,0.752996347,0.966270936
0.173700016,0.342279118,0.507480611
0.47268879,0.131946146,3.582437272
0.362458925,0.620376902,0.584255996
0.110821862,0.366052346,0.302748674
0.30198017,0.900434362,0.335371664
0.901013299,0.353567975,2.54834533
0.565185686,0.657617308,0.859444664
0.140075631,0.365408147,0.383340195
0.735628409,0.865610499,0.849837669
0.867885316,0.571916018,1.517504823
0.910863793,0.817260229,1.114533364
0.597030235,0.485065072,1.230825035
0.312033325,0.099743538,3.1283563
0.980917018,0.947931147,1.03479775
0.765773025,0.051803377,14.78229934
0.030424419,0.898265638,0.033870181
0.006531724,0.321095708,0.020341984
0.470657816,0.557138583,0.84477692
0.640658966,0.07758343,8.257677745
0.554560407,0.13808245,4.016154167
0.29893423,0.393085076,0.760482267
0.118685033,0.962075975,0.123363473
0.662629206,0.14537341,4.558118331
0.459386883,0.538047913,0.853802926
0.931365422,0.310018822,3.004222188
0.334371905,0.41911524,0.797804215
0.320285703,0.659193749,0.48587491
0.308504369,0.061366755,5.027223144
0.598243291,0.431138391,1.387589933
